recall_id,clause_id,clause_text
88,13,The driver in the first vehicle approaches the sheriff
88,14,and explains the situation.
88,15,"The sheriff then starts following the vehicle,"
88,16,which initially was going in reverse.
88,17,The vehicle then started going forward
88,18,and the sheriff made a U-turn
88,19,and continued pursuing the vehicle.
88,20,The man lost track of the pursuit after that.
89,1,About a month ago we were going to a church softball game.
89,2,There's a driver blocking the intersection.
89,3,"This whole time I'm thinking,"
89,4,drunk driving is the number one killer of children.
89,5,I saw the sheriff and told a deputy that the guy behind me is either sick or drunk but he has a problem.
89,6,He can't keep his car in the lane.
89,7,The deputy starts driving towards the man
89,8,and the driver starts driving backwards down the hill.
89,9,"When the deputy gets near him, the driver starts going forward slowly."
89,10,"HAHA, it's pretty comical."
89,11,I don't know if they ever stopped him or not.
90,1,We were driving
90,2,to a little league baseball game
90,3,at Homestead High
90,4,on the 24 highway.
90,5,I was expecting
90,6,to turn at Ranch Eggs.
90,7,I pulled to the median
90,8,to wait for my turn
90,9,and just then
90,10,another guy in a car
90,11,wanted to turn as well.
90,12,There was no room for him
90,13,on the median
90,14,so I took my chance
90,15,and made the turn
90,16,ahead of him
90,17,onto Aboite Road.
90,18,"For some reason,"
90,19,he followed me
90,20,"too closely,"
90,21,weaving behind me
90,22,and staying close
90,23,on my tail.
90,24,Even my wife Lisa
90,25,commented on this.
90,26,There was obviously something wrong
90,27,with him.
90,28,"Maybe he was ill,"
90,29,or drunk
90,30,and he could be a danger
90,31,to other people.
90,32,I made up my mind
90,33,to stop at the next Stop intersection
90,34,coming up
90,35,and get out of the car
90,36,to try and discuss this
90,37,with him.
90,38,"When I stopped,"
90,39,I noticed a police car
90,40,"on the other side of the road,"
90,41,and I motioned to them
90,42,and expressed my concern.
90,43,"When the other driver saw the police,"
90,44,he started to back down
90,45,the highway.
90,46,"The police followed him,"
90,47,saw him reverse again
90,48,and progress very slowly ahead again.
90,49,They followed him again
90,50,and they all eventually disappeared.
90,51,I never found out
90,52,whether they caught up with him.
91,1,I was driving down the highway to Homestead.
91,2,"As I was driving down the highway,"
91,3,I was about to turn right onto Twenty Four.
91,4,"When across from me, I saw a car with a man in his middle fifties."
91,5,He was blocking the highway.
91,6,Eventually he moved
91,7,and I was able to turn right onto Twenty Four.
91,8,"Lisa was in the car with me, in the backseat,"
91,9,"and she said ""He's tailing you!"""
91,10,"So I looked back,"
91,11,"and sure enough, the man was behind me, bumper to bumper."
91,12,"I kept driving,"
91,13,while looking back to make sure the man didn't slam into me.
91,14,"The man was weaving left and right,"
91,15,he couldn't stay in one direction.
91,16,"So I thought, ""drunk driving is the number one killer of kids!"""
91,17,I thought that the man might be drunk.
91,18,"I figured that when I reached the next stop sign,"
91,19,I would turn around and go back to see what that man's problem was.
91,20,Because I wasn't sure if he was drunk or just sick.
91,21,Maybe he was having a heart attack or something.
91,22,I would've felt really bad if I saw in the news that a man died of a heart attack while driving
91,23,and I didn't do anything to help even though I was there.
91,24,When I reached the intersection I saw a police car parked at the other side of the street.
91,25,"I waved to the police car,"
91,26,and it drove over to me.
91,27,"I told the deputy, ""There's a man driving behind me, I don't know what his deal is, but I think he might be drunk or sick or something."
91,28,"Because he can't stay in one direction, he keeps driving into the opposite lane."""
91,29,The deputy went down the street to look for the man.
91,30,"When the man reached the intersection and saw me,"
91,31,he stopped his car
91,32,and then started going in reverse.
91,33,"He began to drive forward again,"
91,34,with the police car following behind him.
91,35,The man was driving slowly and carefully now.
91,36,I'm not sure if the police car ever stopped him.
92,1,"Two persons were going to a church softball game,"
92,2,the main character and Lisa.
92,3,On the way there a guy was blocking the freeway with their car.
92,4,"Later another car was acting weird,"
92,5,"not staying in lane,"
92,6,and tailgating.
92,7,The main character was suspecting that they are either drunk or having a heart attack.
92,8,"So he stops to inform a sheriff about it,"
92,9,but the car tailgating tries to avoid the cops.
93,1,I was on my way to a church league baseball game
93,2,that was organized by a high school
93,3,at the diamond
93,4,and had to get on ranch eggs and the twenty four.
93,5,"I noticed a driver in the car behind me,"
93,6,"he was middle-aged around 50,"
93,7,and when I started driving he was behind me.
93,8,I had Lisa in the car with me
93,9,and she said the man was right on my tail.
93,10,He was driving really close behind me
93,11,and I thought that he might be drunk.
93,12,I know drink driving is one of the biggest killers of kids
93,13,and I knew I had to do something.
93,14,But then I started to wonder
93,15,"if maybe he wasn't drunk but sick,"
93,16,that he might have a heart attack or something
93,17,and I'd see in the papers he'd died.
93,18,So I thought I had to do something.
93,19,I saw a patrol car
93,20,and stopped;
93,21,I went over to the police
93,22,and voiced my concerns about the driver.
93,23,By this point the driver had stopped a way away
93,24,and then began reversing slowly.
93,25,The police started following him
93,26,and he began to drive forward again
93,27,in a comical way.
94,1,"About a month ago while going to a church league softball game,"
94,2,it was at Homestead High School up at twenty four.
94,3,"While trying to turn at Ranch Egg,"
94,4,there was a guy sitting there.
94,5,He's about his middle fifties
94,6,and he blocks the lane.
94,7,I thought you jerk
94,8,and he got twenty four blocked.
94,9,"While the traffic cleared about a mile or 2 north of twenty four,"
94,10,this guy is following us
94,11,as we're going up this little hill
94,12,and my friend Lisa said this guy is on your tail
94,13,and I looked in the mirror
94,14,and saw him
94,15,and he's following bumper to bumper
94,16,and I make sure he doesn't hit me.
94,17,He sways from one lane to the other
94,18,and I think of how drunk driving is the number one killer of kids.
94,19,I tried to make up my mind on what to do.
94,20,He appeared drunk.
94,21,"When I get to the stop sign,"
94,22,I'll try to find out.
94,23,He may be drunk
94,24,or having a heart attack.
94,25,I knew I will feel bad
94,26,if I saw the news that a man died in a heart attack
94,27,while I thought he was drunk.
94,28,We saw a deputy
94,29,and I approached him
94,30,and told him that driver is maybe drunk or sick.
94,31,"And when the man saw me walk up to the deputy,"
94,32,he reversed and went backwards
94,33,and the deputy followed.
94,34,Then he turned
94,35,and the deputy did a U-turn.
94,36,Then he started driving slowly.
94,37,I don't know if he was caught
94,38,but it was really comical to watch.
95,1,About a month ago we were going to church game.
95,2,They had the game scheduled for the diamond at Homestead high school.
95,3,We went up twenty four
95,4,"and getting ready to turn at ranch eggs,"
95,5,slowing down for signal
95,6,"and this guy sitting on right coming to twenty four,"
95,7,looking in middle fifties.
95,8,He blocked the lane
95,9,and heading for the spot I'm going.
95,10,You know how you sit waiting for traffic to get by.
95,11,The guy starts pulling out in the lane
95,12,"and I thought ""you jerk"""
95,13,but I hurried and got ahead of him.
95,14,The guy sits in the middle of the highway blocked.
95,15,We went down soon
95,16,the traffic cleared
95,17,heading towards the diamond about two miles north of twenty four
95,18,and the guy is following us up the hill at ranch eggs.
95,19,Lisa said the guy is right on my tail.
95,20,I looked in the side mirror
95,21,and the guy was there bumper to bumper
95,22,and I tried to keep an eye on him making sure he doesn't slam on me.
95,23,He waves back and forth unable to keep in one lane.
95,24,All this time I think how drunk driving is the number one killer of people
95,25,"and how it's everybody's responsibility,"
95,26,trying to make up my mind on what to do.
95,27,I was sure he was drunk on how he appeared
95,28,and figured when we get to stop sigh
95,29,I'm going back and find out his problem because I think he was drunk
95,30,and I had to do something.
95,31,Or maybe he has heart attack you have to do something.
95,32,It'd be bad if I see in the papers of the guy died of heart attack.
95,33,I had made up my mind
95,34,so I pulled at the sign
95,35,I walked and reported him.
95,36,After he saw me going to the police he throws his car
95,37,and runs away.
95,38,The police start chasing him.
96,1,A person is on their way to the church softball game on 24th ave.
96,2,"On the way there,"
96,3,"they notice a car blocking the highway,"
96,4,so they take a detour.
96,5,"Suddenly an erratic driver begins following them,"
96,6,tailgating very closely.
96,7,"This makes the driver nervous,"
96,8,so they pull over.
96,9,Once pulled over the other driver does as well further back.
96,10,"A sheriff car is nearby,"
96,11,so the driver flags them down
96,12,"and tells them about the erratic driver,"
96,13,that they are possibly intoxicated or in need of medical assistance.
96,14,Suddenly the erratic driver shifts it in reverse
96,15,and takes off.
96,16,The sheriff follows suit.
97,1,"I [was] heading to church to [the] softball game,"
97,2,"as they have them all arranged,"
97,3,"and [I] was driving down the twenty-four,"
97,4,"when a male in his mid-50's pulls onto the highway,"
97,5,"[and] we were stuck for a second whilst traffic cleared,"
97,6,"but when it did,"
97,7,"I pulled off into the right lane,"
97,8,"[and] the man followed me,"
97,9,"and he got really close to my bumper,"
97,10,"and Lisa said how close he was to the bumper,"
97,11,"I thought he was drunk because he couldn't keep his car straight,"
97,12,"[and] he was weaving and really close,"
97,13,"then there was a stop sign coming up,"
97,14,"and I thought I will get out at the stop sign,"
97,15,"and go and check on him,"
97,16,"because even though I think he's drunk,"
97,17,"and drink driving is the biggest killer,"
97,18,"I also thought he may be sick,"
97,19,"and I didn't want to read about a man having a heart attack in his car,"
97,20,and not have done anything.
97,21,"When we approached the stop sign,"
97,22,"I saw a police car,"
97,23,"and waved the deputy over,"
97,24,"I got out [of] my car,"
97,25,"and approached the police,"
97,26,"and told them he was weaving around,"
97,27,"and he's probably drunk,"
97,28,"and when they went to approach him,"
97,29,"he started reversing back down the hill,"
97,30,"and the police followed him,"
97,31,"and when they caught up,"
97,32,"he started driving forward real slow,"
97,33,"and sensible,"
97,34,"and they followed,"
97,35,[and] I wonder if they caught up with him.
98,1,"About a month ago, see, we were going to a church league."
98,2,We had scheduled for high school.
98,3,"And I was slowing down to turn, signal."
98,4,There's this guy to the right.
98,5,Looked like he's about middle fifties.
98,6,And head heading for the same spot.
98,7,I'm going right there in the median.
98,8,But I hurried up and got there ahead of him.
98,9,Sitting there right in the middle of the highway.
98,10,"North of twenty-four, about centre at Ranch."
98,11,Eggs were going up this hill.
98,12,And this guy's on my tail.
98,13,I looked in the mirror.
98,14,"And sure enough, he's right up it."
98,15,Make sure he doesn't slam into me or anything.
98,16,I'm thinking how drunk driving is the number one killer of kids.
98,17,So I was trying to make my mind up what to do.
98,18,"So I figured when we get up to this stop sign, I'll ask him what his problem."
98,19,Like maybe he's having a heart attack or something.
98,20,Some guy died with a heart attack.
98,21,And there I was thinking he was drunk.
98,22,But I had made up my mind that I was going to.
98,23,So we pulled up at the stop sign.
98,24,And seen the sheriff.
98,25,So I told him this guy behind me can't keep his car on the road.
98,26,His got a problem.
98,27,"And as soon as he sees me call the sheriff, he drives off."
98,28,When the cops went down there to check him out.
98,29,He starts backing up.
98,30,Going backwards down the road.
98,31,And then starts forward again.
98,32,And just driving real slow.
98,33,I don't know if they ever stopped him or not.
99,1,I was driving towards the church softball tournament with Lisa
99,2,and we were driving along 24
99,3,"when I saw this guy trying to pull out on me,"
99,4,well I wasn’t having that
99,5,so I accelerated
99,6,and managed to get in front of this guy
99,7,who was now partially blocking the street.
99,8,I carried on my way along 24
99,9,when I noticed this guy was now following me
99,10,only he was weaving from lane to lane
99,11,and driving very erratically.
99,12,He got me worried now
99,13,and I commented on this to Lisa
99,14,and figured the guy could be drunk
99,15,and that’s pretty dangerous
99,16,as the main cause of deaths among kids is drunk drivers.
99,17,I saw a stop sign up ahead
99,18,and thought to myself
99,19,I’m going to stop here
99,20,and see what’s going on with this guy.
99,21,My first thought was that he was drunk
99,22,but he could be having a heart attack
99,23,or be really sick
99,24,and I’d feel pretty bad
99,25,if I didn’t check on this guy
99,26,and then read the news
99,27,that a guy had collapsed
99,28,and died
99,29,and I could have done something to help him.
99,30,So I stop at the stop sign
99,31,and get out of my car
99,32,and notice a sheriff’s vehicle on the other side of the intersection.
99,33,I go over to the sheriff
99,34,and explain the situation
99,35,and tell him he needs to go
99,36,and check on the guy behind me
99,37,who is acting strange
99,38,and is either drunk or sick.
99,39,Meanwhile the guy behind saw me going to talk to the cop
99,40,and starts backing down the road
99,41,"away from the cop,"
99,42,the cop keeps heading toward him
99,43,and the guy keeps backing
99,44,has car really slowly
99,45,and carefully away from the cop.
99,46,I never did find out what happened
99,47,and if the cop ever managed to catch up with him.
100,1,People are driving to church softball game at Homestead High School.
100,2,They are driving up twenty four.
100,3,Some vehicle in front of them starts trying to turn to where they are going.
100,4,It is blocking off the entire intersection.
100,5,"Eventually, they go past the vehicle."
100,6,The vehicle then starts erratically following them.
100,7,It is swerving all over the road.
100,8,They decide to pull over.
100,9,They see a sheriff's vehicle.
100,10,They then call over.
100,11,They talk to about the other vehicle.
100,12,It is being driven erratically.
100,13,They mention that the driver might be drunk.
100,14,The cops then chase the vehicle.
100,15,It backs up in reverse.
100,16,It then starts driving forwards.
100,17,It then switches back into reverse.
100,18,The narrator doesn't know if they ever caught the driver.
